DEPTH,DTCO,ECGR,HART,PEFZ,RHOZ,TNPH,Gelogical layer
2207.057,73.166,36.884,2.016,4.214,2.437,0.149,1
2207.209,74.623,39.817,1.821,4.212,2.438,0.156,1
2207.362,74.979,42.094,1.758,4.182,2.434,0.163,1
2207.514,73.891,39.149,1.7,4.088,2.429,0.171,1
2207.666,74.385,36.679,1.641,3.98,2.421,0.172,1
2207.819,74.728,35.272,1.612,3.881,2.415,0.169,1
2207.971,74.833,35.423,1.613,3.847,2.406,0.168,1
2208.124,75.684,36.772,1.648,3.836,2.401,0.167,1
2208.276,75.623,37.659,1.633,3.861,2.401,0.16,1
2208.428,76.136,36.84,1.613,3.924,2.404,0.156,1
2208.581,77.696,34.138,1.518,3.973,2.411,0.158,1
2208.733,78.641,32.79,1.494,4.03,2.409,0.159,1
2208.886,76.045,32.779,1.52,4.057,2.403,0.158,1
2209.038,71.813,34.034,1.658,4.049,2.402,0.153,1
2209.19,71.927,35.449,1.894,4.015,2.412,0.147,1
2209.343,73.539,36.245,1.966,3.971,2.43,0.145,1
2209.495,75.387,35.201,1.875,3.959,2.437,0.153,1
2209.648,75.926,35.951,1.747,3.923,2.438,0.149,1
2209.8,76.389,37.374,1.658,3.941,2.425,0.155,1
2209.952,77.135,39.389,1.606,4,2.412,0.158,1
2210.105,76.878,39.443,1.585,4.075,2.405,0.165,1
2210.257,76.752,39.94,1.587,4.085,2.409,0.169,1
2210.41,76.216,38.235,1.624,4.04,2.417,0.173,1
2210.562,75.748,36.585,1.648,3.99,2.419,0.17,1
2210.714,75.694,35.782,1.679,3.94,2.419,0.171,1
2210.867,74.496,34.983,1.6,3.963,2.418,0.167,1
2211.019,74.235,33.455,1.601,4.047,2.42,0.164,1
2211.172,73.831,31.891,1.502,4.138,2.417,0.157,1
2211.324,73.577,33.426,1.437,4.174,2.406,0.153,1
2211.476,73.713,35.354,1.609,4.17,2.392,0.153,1
2211.629,75.372,35.957,1.982,4.177,2.391,0.15,1
2211.781,76.952,35.123,1.948,4.17,2.407,0.159,1
2211.934,78.751,36.284,1.726,4.145,2.422,0.166,1
2212.086,77.609,37.822,1.663,4.134,2.419,0.184,1
2212.238,77.497,38.808,1.627,4.141,2.401,0.18,1
2212.391,78.084,38.6,1.594,4.141,2.386,0.173,1
2212.543,76.141,37.259,1.581,4.141,2.382,0.167,1
2212.696,74.6,34.974,1.624,4.142,2.387,0.157,1
2212.848,71.717,35.015,1.97,4.139,2.399,0.142,1
2213,69.344,33.055,2.923,4.105,2.424,0.132,1
2213.153,69.135,31.802,3.445,4.04,2.475,0.123,1
2213.305,70.09,31.702,2.745,4.023,2.524,0.124,1
2213.458,73.218,35.001,2.148,4.054,2.549,0.128,1
2213.61,77.473,38.79,1.917,4.112,2.531,0.14,1
2213.762,80.289,40.815,1.725,4.123,2.499,0.168,1
2213.915,80.727,42.111,1.592,4.109,2.462,0.171,1
2214.067,80.483,42.825,1.645,4.106,2.428,0.182,1
2214.22,79.883,42.325,1.772,4.093,2.4,0.191,1
2214.372,78.134,40.704,1.837,4.082,2.39,0.183,1
2214.524,76.861,39.321,1.639,4.095,2.398,0.168,1
2214.677,75.518,37.314,1.652,4.129,2.41,0.163,1
2214.829,74.451,33.372,1.699,4.142,2.419,0.163,1
2214.982,73.381,31.648,1.634,4.11,2.429,0.159,1
2215.134,71.515,32.341,1.794,4.047,2.441,0.154,1
2215.286,72.805,34.204,1.936,4.014,2.447,0.141,1
2215.439,73.472,35.536,2.044,3.976,2.452,0.145,1
2215.591,74.375,36.972,2.039,3.991,2.449,0.155,1
2215.744,75.919,37.979,1.691,3.967,2.446,0.163,1
2215.896,76.171,38.563,1.634,3.955,2.433,0.174,1
2216.048,76.294,37.204,1.656,3.918,2.419,0.18,1
2216.201,76.418,35.659,1.648,3.916,2.408,0.178,1
2216.353,75.664,34.509,1.728,3.926,2.406,0.179,1
2216.506,75.362,31.986,1.716,3.953,2.406,0.177,1
2216.658,74.205,31.554,1.674,3.957,2.411,0.171,1
2216.81,74.188,31.136,1.696,4.013,2.415,0.167,1
2216.963,73.605,32.331,1.823,4.116,2.42,0.161,1
2217.115,73.394,31.251,1.995,4.203,2.426,0.154,1
2217.268,73.584,32.324,2.068,4.233,2.436,0.15,1
2217.42,73.672,34.994,2.06,4.238,2.445,0.153,1
2217.572,73.862,34.856,2.048,4.279,2.443,0.16,1
2217.725,74.705,34.069,1.928,4.253,2.44,0.16,1
2217.877,73.903,32.506,2.023,4.143,2.437,0.16,1
2218.03,73.47,30.557,2.05,4.025,2.439,0.151,1
2218.182,73.756,30.93,2.031,3.977,2.443,0.148,1
2218.334,73.339,34.005,1.845,3.991,2.443,0.155,1
2218.487,73.186,34.397,1.77,4.015,2.44,0.163,1
2218.639,73.534,33.25,1.767,4.017,2.435,0.16,1
2218.792,74.097,31.494,1.798,3.985,2.434,0.159,1
2218.944,74.446,32.653,1.832,3.934,2.433,0.164,1
2219.096,74.487,33.163,1.802,3.903,2.427,0.164,1
2219.249,74.571,33.188,1.84,3.931,2.416,0.156,1
2219.401,73.971,33.577,1.803,3.989,2.411,0.147,1
2219.554,74.609,31.634,1.815,4.028,2.417,0.142,1
2219.706,74.388,32.105,1.868,4.045,2.431,0.14,1
2219.858,73.921,32.694,1.914,4.044,2.443,0.144,1
2220.011,73.401,34.472,1.935,4.029,2.447,0.147,1
2220.163,72.676,34.509,1.81,3.959,2.448,0.151,1
2220.316,73.032,35.972,1.831,3.915,2.44,0.152,1
2220.468,73.467,37.501,1.786,3.901,2.43,0.162,1
2220.62,74.563,37.908,1.732,3.926,2.416,0.166,1
2220.773,74.936,36.015,1.75,3.906,2.412,0.154,1
2220.925,75.348,33.539,1.773,3.892,2.413,0.154,1
2221.078,73.845,30.693,1.982,3.924,2.417,0.14,1
2221.23,71.228,30.038,2.537,4,2.426,0.119,1
2221.382,70.896,30.432,3.262,4.035,2.451,0.1,1
2221.535,69.673,31.523,3.747,4.043,2.478,0.101,1
2221.687,70.845,32.516,2.498,4.068,2.485,0.12,1
2221.84,73.062,37.06,1.804,4.108,2.47,0.141,1
2221.992,74.036,38.075,1.852,4.119,2.447,0.157,1
2222.144,76.616,37.343,1.85,4.095,2.429,0.172,1
2222.297,77.203,35.086,1.891,4.085,2.416,0.184,1
2222.449,76.656,32.705,1.798,4.108,2.408,0.177,1
2222.602,76.81,33.136,1.834,4.117,2.409,0.156,1
2222.754,75.168,32.182,1.963,4.085,2.416,0.146,1
2222.906,73.154,31.185,2.134,4.031,2.426,0.131,1
2223.059,70.991,30.585,2.686,3.973,2.446,0.114,1
2223.211,69.665,29.902,3.096,3.927,2.476,0.105,1
2223.364,69.827,31.892,3.034,3.907,2.496,0.104,1
2223.516,70.93,33.525,2.162,3.898,2.492,0.131,1
2223.668,72.836,34.825,1.799,3.944,2.465,0.137,1
2223.821,74.831,35.552,1.806,3.981,2.441,0.154,1
2223.973,76.007,35.5,1.767,3.994,2.433,0.172,1
2224.126,75.859,34.654,1.764,3.98,2.428,0.18,1
2224.278,76.049,32.693,1.81,3.962,2.42,0.177,1
2224.43,74.751,31.242,1.814,3.966,2.411,0.168,1
2224.583,74.519,27.405,1.846,4.003,2.408,0.158,1
2224.735,74.087,28.56,1.904,4.046,2.411,0.152,1
2224.888,73.912,28.034,1.975,4.107,2.411,0.151,1
2225.04,72.872,31.032,1.905,4.1,2.417,0.145,1
2225.192,74.416,32.206,1.869,4.048,2.427,0.142,1
2225.345,74.978,35.287,1.878,4.002,2.431,0.142,1
2225.497,76.397,37.151,1.866,3.983,2.434,0.15,1
2225.65,75.808,35.832,1.792,4.023,2.428,0.152,1
2225.802,74.218,34.347,1.775,4.021,2.431,0.146,1
2225.954,73.473,31.61,1.817,4.038,2.428,0.142,1
2226.107,73.323,28.8,1.817,4.031,2.423,0.139,1
2226.259,72.205,30.279,1.961,3.978,2.416,0.138,1
2226.412,72.227,30.926,2.189,3.867,2.411,0.145,1
2226.564,72.969,32.698,2.081,3.753,2.408,0.148,1
2226.716,73.178,33.082,1.857,3.723,2.407,0.151,1
2226.869,74.363,34.602,1.724,3.809,2.413,0.162,1
2227.021,74.816,33.822,1.722,3.953,2.421,0.169,1
2227.174,74.306,32.987,1.726,4.079,2.431,0.166,1
2227.326,73.704,32.207,1.714,4.139,2.434,0.161,1
2227.478,72.106,30.48,1.693,4.14,2.434,0.154,1
2227.631,70.93,29.543,1.752,4.116,2.439,0.14,1
2227.783,70.538,30.61,2.171,4.067,2.449,0.126,1
2227.936,70.821,33.193,2.265,4.04,2.454,0.125,1
2228.088,71.977,33.16,2.103,4.054,2.449,0.148,1
2228.24,74.543,32.179,1.749,4.133,2.438,0.152,1
2228.393,78.028,34.663,1.798,4.196,2.431,0.165,1
2228.545,76.832,34.009,1.76,4.236,2.421,0.167,1
2228.698,74.367,32.702,1.712,4.199,2.416,0.156,1
2228.85,72.395,29.949,1.751,4.123,2.418,0.147,1
2229.002,70.804,29.609,2.022,4.003,2.431,0.141,1
2229.155,69.845,29.175,2.289,3.928,2.445,0.14,1
2229.307,70.107,29.567,2.344,3.941,2.446,0.159,1
2229.46,70.412,32.459,2.06,3.986,2.436,0.166,1
2229.612,71.381,33.474,1.727,4.005,2.42,0.152,1
2229.764,72.942,34.643,1.665,3.975,2.41,0.143,1
2229.917,73.257,35.944,1.896,3.97,2.411,0.147,1
2230.069,72.453,36.842,1.984,4.011,2.421,0.156,1
2230.222,70.612,33.942,1.963,4.06,2.437,0.134,1
2230.374,69.266,30.784,1.968,4.049,2.459,0.121,1
2230.526,68.685,27.765,2.707,4.001,2.482,0.116,1
2230.679,68.762,28.967,3.462,3.968,2.493,0.121,1
2230.831,70.298,31.344,3.433,4.031,2.483,0.14,1
2230.984,72.526,32.019,2.689,4.12,2.461,0.162,1
2231.136,73.514,32.369,1.947,4.217,2.438,0.155,1
2231.288,75.029,31.759,1.696,4.222,2.428,0.148,1
2231.441,75.885,32.027,1.629,4.108,2.426,0.15,1
2231.593,74.969,31.71,1.645,3.895,2.43,0.152,1
2231.746,74.987,31.896,1.541,3.767,2.425,0.158,1
2231.898,75.256,31.02,1.476,3.786,2.417,0.162,1
2232.05,75.691,31.268,1.497,3.871,2.411,0.16,1
2232.203,73.005,30.692,1.563,3.847,2.411,0.161,1
2232.355,73.866,30.331,1.504,3.79,2.399,0.161,1
2232.508,72.536,31.634,1.328,3.788,2.383,0.157,1
2232.66,73.375,33.435,1.328,3.891,2.377,0.149,1
2232.812,73.293,35.716,1.43,4.033,2.391,0.15,1
2232.965,73.878,36.849,1.636,4.15,2.417,0.153,1
2233.117,74.444,36.584,1.634,4.233,2.437,0.16,1
2233.27,74.585,34.723,1.679,4.253,2.439,0.168,1
2233.422,75.993,34.515,1.628,4.232,2.419,0.17,1
2233.574,75.831,33.32,1.505,4.178,2.392,0.171,1
2233.727,76.629,34.421,1.373,4.145,2.382,0.172,1
2233.879,76.395,35.434,1.44,4.106,2.389,0.184,1
2234.032,75.085,35.362,1.487,4.042,2.398,0.186,1
2234.184,74.183,36.06,1.509,3.921,2.403,0.176,1
2234.336,73.078,35.789,1.475,3.894,2.4,0.166,1
2234.489,74.176,37.457,1.478,4.017,2.403,0.163,1
2234.641,73.099,38.96,1.426,4.209,2.413,0.159,1
2234.794,73.775,40.261,1.536,4.285,2.439,0.154,1
2234.946,72.455,41.048,1.697,4.25,2.464,0.144,1
2235.098,71.866,37.928,1.977,4.18,2.477,0.13,1
2235.251,70.115,35.131,2.418,4.127,2.48,0.128,1
2235.403,69.69,31.359,2.497,4.09,2.477,0.129,1
2235.556,68.716,31.513,2.47,4.091,2.473,0.135,1
2235.708,71.385,32.813,2.107,4.128,2.464,0.141,1
2235.86,71.207,37.083,1.927,4.165,2.463,0.143,1
2236.013,72.672,37.162,1.968,4.164,2.472,0.141,1
2236.165,73.717,35.556,2.162,4.147,2.485,0.143,1
2236.318,73.576,34.21,2.267,4.121,2.486,0.144,1
2236.47,73.002,33.832,1.967,4.085,2.476,0.146,1
2236.622,74.007,34.898,1.741,4.063,2.462,0.15,1
2236.775,72.818,35.291,1.812,4.063,2.456,0.139,1
2236.927,73.748,34.058,2.017,4.073,2.462,0.138,1
2237.08,71.706,33.498,2.073,4.083,2.473,0.135,1
2237.232,70.664,33.403,2.244,4.087,2.483,0.137,1
2237.384,71.381,33.065,2.243,4.053,2.49,0.137,1
2237.537,71.808,31.478,2.289,3.97,2.492,0.135,1
2237.689,73.901,33.577,1.999,3.875,2.489,0.138,1
2237.842,73.327,33.689,1.958,3.861,2.477,0.144,1
2237.994,74.033,33.33,1.749,3.937,2.463,0.143,1
2238.146,75.305,33.352,1.837,4.032,2.45,0.143,1
2238.299,74.942,30.616,1.811,4.063,2.445,0.144,1
2238.451,74.458,29.426,1.886,4.077,2.444,0.142,1
2238.604,74.889,33.308,1.826,4.13,2.445,0.146,1
2238.756,73.46,34.978,1.807,4.202,2.445,0.15,1
2238.908,73.771,36.68,1.745,4.19,2.452,0.154,1
2239.061,73.762,33.589,1.76,4.102,2.463,0.151,1
2239.213,75.132,32.38,1.775,4.021,2.471,0.15,1
2239.366,76.054,31.334,1.78,4.018,2.462,0.151,1
2239.518,76.287,32.814,1.633,4.058,2.438,0.154,1
2239.67,76.723,33.862,1.36,4.072,2.416,0.152,1
2239.823,75.696,35.995,1.341,4.013,2.415,0.149,1
2239.975,75.134,37.335,1.51,3.991,2.432,0.146,1
2240.128,74.063,37.31,1.795,4.085,2.447,0.143,1
2240.28,73.406,36.245,2.065,4.199,2.458,0.143,1
2240.432,72.453,35.138,2.175,4.255,2.462,0.148,1
2240.585,72.355,33.715,2.106,4.232,2.465,0.145,1
2240.737,71.538,32.686,1.894,4.213,2.465,0.141,1
2240.89,72.467,31.508,1.925,4.177,2.467,0.13,1
2241.042,71.131,31.404,2.316,4.107,2.475,0.133,1
2241.194,72.549,30.8,2.139,4.029,2.474,0.147,1
2241.347,73.073,30.833,1.732,4.007,2.454,0.165,1
2241.499,73.313,31.333,1.45,4.045,2.427,0.166,1
2241.652,73.893,31.41,1.514,4.127,2.402,0.167,1
2241.804,72.66,31.326,1.626,4.175,2.391,0.165,1
2241.956,73.03,31.415,1.671,4.191,2.389,0.161,1
2242.109,72.702,35.725,1.819,4.173,2.405,0.151,1
2242.261,73.48,38.728,1.978,4.123,2.44,0.14,1
2242.414,73.312,38.8,2.241,4.084,2.47,0.142,1
2242.566,73.372,36.153,2.25,4.076,2.479,0.144,1
2242.718,74.227,33.464,2.197,4.098,2.468,0.145,1
2242.871,74.071,32.643,1.984,4.073,2.451,0.146,1
2243.023,73.853,33.19,1.867,4.004,2.435,0.151,1
2243.176,74.41,33.38,1.665,3.921,2.422,0.144,1
2243.328,72.625,34.954,1.574,3.888,2.418,0.143,1
2243.48,71.463,35.903,1.617,3.974,2.423,0.145,1
2243.633,71.62,32.915,1.87,4.132,2.431,0.146,1
2243.785,72.071,32.017,1.98,4.285,2.434,0.148,1
2243.938,72.16,31.741,1.853,4.339,2.433,0.154,1
2244.09,72.352,32.576,1.739,4.32,2.43,0.154,1
2244.242,71.612,33.073,1.748,4.284,2.429,0.152,1
2244.395,72.443,32.968,1.786,4.239,2.431,0.155,1
2244.547,72.479,32.71,1.632,4.172,2.427,0.166,1
2244.7,71.871,32.179,1.488,4.118,2.414,0.168,1
2244.852,72.108,34.924,1.498,4.095,2.403,0.161,1
2245.004,72.674,37.317,1.57,4.098,2.411,0.15,1
2245.157,72.983,38.715,1.79,4.135,2.433,0.147,1
2245.309,73.348,35.365,1.906,4.178,2.454,0.147,1
2245.462,72.93,33.472,1.913,4.208,2.463,0.148,1
2245.614,73.05,33.523,2.031,4.199,2.462,0.147,1
2245.766,73.021,34.326,2.038,4.198,2.455,0.149,1
2245.919,72.39,35.949,1.959,4.219,2.445,0.154,1
2246.071,72.789,35.238,1.816,4.236,2.44,0.148,1
2246.224,72.329,34.824,1.81,4.204,2.448,0.144,1
2246.376,74.899,35.48,1.914,4.144,2.464,0.139,1
2246.528,73.82,35.705,1.993,4.111,2.474,0.138,1
2246.681,74.046,36.733,2.007,4.114,2.476,0.142,1
2246.833,72.601,34.707,1.981,4.143,2.477,0.145,1
2246.986,73.633,33.403,1.952,4.154,2.48,0.145,1
2247.138,72.483,32.506,1.99,4.173,2.478,0.143,1
2247.29,71.318,32.027,1.991,4.19,2.468,0.144,1
2247.443,71.208,31.432,1.917,4.189,2.461,0.156,1
2247.595,71.544,31.22,1.712,4.182,2.457,0.152,1
2247.748,72.067,32.007,1.715,4.196,2.458,0.144,1
2247.9,72.405,34.239,1.893,4.239,2.463,0.133,1
2248.052,71.392,39.254,2.049,4.282,2.473,0.136,1
2248.205,71.881,39.603,2.118,4.307,2.48,0.144,1
2248.357,71.91,37.019,1.98,4.333,2.476,0.156,1
2248.51,72.022,32.497,1.793,4.356,2.455,0.151,1
2248.662,71.688,29.535,1.594,4.351,2.423,0.151,1
2248.814,72.181,31.051,1.663,4.308,2.399,0.152,1
2248.967,71.321,33.624,1.806,4.245,2.402,0.146,1
2249.119,71.942,36.604,1.966,4.25,2.427,0.144,1
2249.272,71.076,36.986,2.036,4.336,2.449,0.141,1
2249.424,71.169,37.154,2.066,4.441,2.459,0.138,1
2249.576,70.103,37.151,2.095,4.456,2.461,0.135,1
2249.729,70.457,37.71,2.199,4.323,2.474,0.128,1
2249.881,70.736,39.527,2.402,4.164,2.486,0.129,1
2250.034,71.556,39.376,2.359,4.077,2.487,0.139,1
2250.186,71.347,37.665,2.2,4.06,2.478,0.147,1
2250.338,73.536,35.59,2.016,4.047,2.467,0.154,1
2250.491,73.43,35.124,1.951,4.023,2.459,0.155,1
2250.643,72.798,35.309,1.898,4.064,2.448,0.151,1
2250.796,72.025,32.608,1.981,4.146,2.441,0.146,1
2250.948,70.077,32.118,2.002,4.215,2.438,0.157,1
2251.1,68.366,32.82,1.924,4.224,2.437,0.163,1
2251.253,69.642,33.798,1.924,4.2,2.431,0.162,1
2251.405,70.594,35.4,2.004,4.13,2.434,0.152,1
2251.558,70.279,35.476,2.081,4.081,2.442,0.147,1
2251.71,71.149,36.188,2.068,4.038,2.457,0.15,1
2251.862,73.016,34.954,1.952,4.024,2.46,0.151,1
2252.015,73.073,34.438,1.868,3.995,2.456,0.153,1
2252.167,71.487,32.929,1.787,4.003,2.449,0.146,1
2252.32,69.571,32.596,1.791,4.009,2.45,0.134,1
2252.472,69.018,31.827,1.949,4.012,2.46,0.116,1
2252.624,69.573,34.868,2.441,3.976,2.479,0.116,1
2252.777,70.397,37.147,2.863,3.973,2.496,0.123,1
2252.929,70.956,38.359,2.708,4.036,2.496,0.133,1
2253.082,70.858,36.673,2.206,4.098,2.483,0.147,1
2253.234,73.614,33.885,2.112,4.138,2.453,0.142,1
2253.386,73.871,32.915,2.17,4.11,2.422,0.142,1
2253.539,72.696,32.416,2.067,4.06,2.405,0.146,1
2253.691,72.445,33.39,2.156,3.995,2.411,0.157,1
2253.844,71.94,33.06,2.198,4.003,2.432,0.153,1
2253.996,72.688,34.118,2.233,4.064,2.449,0.151,1
2254.148,72.968,34.321,2.126,4.136,2.459,0.14,1
2254.301,72.73,34.877,2.017,4.174,2.452,0.141,1
2254.453,73.695,37.559,1.969,4.195,2.436,0.149,1
2254.606,74.049,39.241,1.878,4.212,2.424,0.153,1
2254.758,74.153,40.298,1.852,4.228,2.429,0.152,1
2254.91,73.877,37.076,1.837,4.274,2.436,0.155,1
2255.063,74.327,34.067,1.787,4.341,2.428,0.164,1
2255.215,73.991,32.067,1.692,4.33,2.417,0.172,1
2255.368,73.58,33.246,1.57,4.225,2.413,0.172,1
2255.52,73.592,34.026,1.615,4.118,2.415,0.162,1
2255.672,73.896,34.507,1.642,4.084,2.418,0.161,1
2255.825,74.245,34.324,1.596,4.098,2.422,0.159,1
2255.977,74.717,34.798,1.595,4.109,2.433,0.154,1
2256.13,73.684,36.259,1.705,4.133,2.447,0.145,1
2256.282,73.482,36.076,2.052,4.19,2.46,0.148,1
2256.434,74.753,35.548,2.099,4.248,2.467,0.15,1
2256.587,72.509,34.496,1.953,4.295,2.46,0.148,1
2256.739,71.221,34.783,1.729,4.275,2.449,0.138,1
2256.892,70.551,36.197,1.816,4.196,2.444,0.138,1
2257.044,71.447,38.216,1.942,4.089,2.454,0.143,1
2257.196,71.866,38.89,2.062,4.077,2.467,0.148,1
2257.349,72.695,38.36,2.01,4.189,2.469,0.153,1
2257.501,73.356,37.582,1.938,4.328,2.463,0.153,1
2257.654,74.586,34.472,1.784,4.384,2.453,0.154,1
2257.806,73.486,34.482,1.727,4.321,2.451,0.157,1
2257.958,72.133,32.902,1.706,4.21,2.45,0.153,1
2258.111,71.649,31.673,1.619,4.16,2.444,0.154,1
2258.263,71.016,31.809,1.586,4.151,2.438,0.149,1
2258.416,70.962,34.349,1.708,4.155,2.439,0.146,1
2258.568,70.924,33.905,1.947,4.158,2.448,0.15,1
2258.72,70.698,32.615,1.971,4.139,2.464,0.151,1
2258.873,70.768,31.619,2.026,4.11,2.473,0.145,1
2259.025,71.432,31.8,2.068,4.06,2.474,0.137,1
2259.178,72.12,32.207,1.947,4.034,2.471,0.131,1
2259.33,71.71,34.312,2.014,4.057,2.468,0.13,1
2259.482,70.909,33.715,2.017,4.09,2.472,0.137,1
2259.635,71.126,35.81,2.124,4.137,2.471,0.136,1
2259.787,69.933,36.085,2.226,4.183,2.47,0.14,1
2259.94,70.689,36.43,2.411,4.246,2.469,0.139,1
2260.092,70.169,34.791,2.413,4.284,2.465,0.141,1
2260.244,69.747,33.387,2.116,4.233,2.459,0.145,1
2260.397,71.279,32.657,1.775,4.064,2.457,0.147,1
2260.549,71.591,31.063,1.902,3.911,2.456,0.148,1
2260.702,71.339,31.617,1.823,3.864,2.458,0.155,1
2260.854,72.309,33.57,1.65,3.957,2.453,0.162,1
2261.006,72.152,38.258,1.502,4.092,2.446,0.158,1
2261.159,72.584,39.136,1.669,4.16,2.447,0.151,1
2261.311,73.879,39.928,1.998,4.178,2.455,0.146,1
2261.464,73.161,41.092,2.125,4.168,2.472,0.15,1
2261.616,71.658,40.544,2.063,4.193,2.478,0.148,1
2261.768,71.242,38.419,2.033,4.188,2.485,0.133,1
2261.921,70.433,35.877,2.357,4.114,2.497,0.129,1
2262.073,69.761,32.372,2.719,4.007,2.51,0.123,1
2262.226,66.924,29.178,2.796,3.951,2.512,0.117,1
2262.378,66.967,29.207,2.449,4,2.5,0.115,1
2262.53,68.445,29.947,2.277,4.109,2.489,0.117,1
2262.683,69.243,34.487,2.372,4.192,2.487,0.119,1
2262.835,70.842,37.11,2.395,4.171,2.49,0.127,1
2262.988,70.635,39.196,2.448,4.08,2.488,0.135,1
2263.14,70.763,38.823,2.372,4.016,2.484,0.134,1
2263.292,71.696,37.833,2.485,4.041,2.483,0.135,1
2263.445,71.903,38.509,2.541,4.128,2.486,0.134,1
2263.597,71.683,38.328,2.391,4.223,2.481,0.14,1
2263.75,70.53,38.399,2.047,4.268,2.468,0.141,1
2263.902,68.626,36.547,1.873,4.285,2.453,0.139,1
2264.054,66.422,32.78,2.11,4.23,2.456,0.128,1
2264.207,66.839,30.088,2.525,4.162,2.471,0.122,1
2264.359,67.762,30.664,2.701,4.137,2.483,0.126,1
2264.512,68.996,33.734,2.339,4.2,2.483,0.136,1
2264.664,71.109,34.72,2.012,4.262,2.477,0.139,1
2264.816,70.984,35.3,1.971,4.26,2.467,0.143,1
2264.969,70.758,31.552,1.928,4.21,2.453,0.138,1
2265.121,70.124,30.955,2.069,4.162,2.445,0.124,1
2265.274,68.94,31.732,1.995,4.108,2.46,0.122,1
2265.426,68.771,32.531,2.131,4.052,2.483,0.124,1
2265.578,70.132,33.562,1.986,4.012,2.496,0.134,1
2265.731,71.031,36.278,2.075,4.024,2.484,0.142,1
2265.883,70.747,38.035,1.901,4.044,2.465,0.144,1
2266.036,69.961,38.59,2.104,4.108,2.45,0.139,1
2266.188,69.305,38.422,2.247,4.15,2.462,0.134,1
2266.34,70.155,37.768,2.566,4.174,2.481,0.124,1
2266.493,71.827,36.513,2.557,4.18,2.493,0.124,1
2266.645,72.554,34.57,2.499,4.188,2.486,0.129,1
2266.798,71.443,33.599,2.167,4.212,2.472,0.137,1
2266.95,70.038,32.699,1.715,4.206,2.461,0.14,1
2267.102,69.365,34.421,1.713,4.211,2.457,0.128,1
2267.255,68.075,36.448,2.031,4.22,2.468,0.113,1
2267.407,68.635,36.808,2.962,4.246,2.49,0.107,1
2267.56,68.771,36.337,2.793,4.291,2.498,0.122,1
2267.712,71.226,33.911,2.229,4.318,2.49,0.131,1
2267.864,71.34,33.648,2.001,4.317,2.472,0.134,1
2268.017,70.224,34.598,1.942,4.288,2.459,0.138,1
2268.169,71.226,36.235,1.969,4.299,2.449,0.14,1
2268.322,70.906,35.196,2.105,4.351,2.44,0.164,1
2268.474,71.425,35.078,2.063,4.386,2.434,0.162,1
2268.626,70.79,38.673,2.095,4.349,2.44,0.143,1
2268.779,71.703,41.469,1.946,4.253,2.459,0.141,1
2268.931,73.81,41.647,1.852,4.154,2.48,0.144,1
2269.084,75.878,39.749,1.844,4.086,2.49,0.146,1
2269.236,74.233,34.263,1.748,4.073,2.483,0.149,1
2269.388,74.327,33.988,1.711,4.047,2.467,0.146,1
2269.541,73.269,34.219,1.629,4.018,2.454,0.143,1
2269.693,73.66,35.101,1.802,3.999,2.451,0.133,1
2269.846,72.338,36.6,2.09,4.061,2.46,0.128,1
2269.998,69.895,37.315,2.233,4.135,2.48,0.127,1
2270.15,71.916,36.972,2.449,4.209,2.493,0.124,1
2270.303,71.112,35.387,2.457,4.25,2.498,0.126,1
2270.455,67.295,34.708,2.338,4.31,2.489,0.124,1
2270.608,67.607,33.441,2.154,4.358,2.48,0.121,1
2270.76,66.136,31.788,2.43,4.346,2.473,0.116,1
2270.912,66.938,32.246,3.072,4.306,2.468,0.116,1
2271.065,67.328,33.911,3.326,4.244,2.47,0.128,1
2271.217,68.257,36.611,2.987,4.201,2.476,0.13,1
2271.37,69.149,37.814,2.335,4.143,2.49,0.131,1
2271.522,71.161,38.178,2.237,4.11,2.501,0.131,1
2271.674,73.487,34.035,2.3,4.118,2.511,0.133,1
2271.827,72.646,33.73,2.485,4.169,2.517,0.139,1
2271.979,71.187,35.235,2.403,4.184,2.518,0.138,1
2272.132,72.2,34.956,2.115,4.13,2.508,0.136,1
2272.284,72.532,33.26,1.879,4.021,2.492,0.134,1
2272.436,72.233,31.201,1.912,3.964,2.477,0.137,1
2272.589,70.87,34.187,2.081,4.002,2.464,0.134,1
2272.741,72.887,35.522,2.294,4.106,2.456,0.135,1
2272.894,72.511,35.311,2.147,4.174,2.46,0.133,1
2273.046,72.211,34.472,2.008,4.17,2.477,0.128,1
2273.198,74.154,33.504,1.953,4.063,2.503,0.121,1
2273.351,72.407,32.073,1.954,3.91,2.513,0.112,1
2273.503,69.575,32.71,1.921,3.797,2.498,0.118,1
2273.656,69.997,32.981,1.937,3.816,2.478,0.115,1
2273.808,70.047,33.996,2.386,3.902,2.476,0.127,1
2273.96,70.507,36.201,2.601,3.989,2.481,0.135,1
2274.113,71.916,39.149,2.654,4.035,2.48,0.151,1
2274.265,73.592,38.518,2.37,4.057,2.481,0.145,1
2274.418,73.727,37.271,2.241,4.06,2.487,0.139,1
2274.57,73.891,37.101,2.273,4.051,2.484,0.128,1
2274.722,72.23,35.171,2.227,4.033,2.471,0.126,1
2274.875,71.038,35.949,2.358,4.064,2.461,0.121,1
2275.027,69.642,36.995,2.604,4.12,2.467,0.117,1
2275.18,69.082,39.112,2.606,4.198,2.481,0.122,1
2275.332,68.769,39.271,2.534,4.224,2.486,0.127,1
2275.484,68.292,37.854,2.325,4.209,2.487,0.128,1
